criterion_id,spine,criterion_title,criterion_year,criterion_director,criterion_country,imdb_tconst,imdb_primaryTitle,imdb_startYear,match_score,match_method
863,864.0,Being There,1979.0,Hal Ashby,"United States,",tt0078841,Being There,1979.0,112.0,auto
864,865.0,Blow-Up,1966.0,Michelangelo Antonioni,"United Kingdom,",tt0060176,Blow-Up,1966.0,112.0,auto
865,866.0,Buena Vista Social Club,1999.0,Wim Wenders,"United States,",tt0186508,Buena Vista Social Club,1999.0,112.0,auto
866,867.0,Woman of the Year,1942.0,George Stevens,"United States,",tt0035567,Woman of the Year,1942.0,112.0,auto
867,868.0,Tampopo,1985.0,Juzo Itami,"Japan,",tt0092048,Tampopo,1985.0,107.0,auto
868,869.0,Rumble Fish,1983.0,Francis Ford Coppola,"United States,",tt0086216,Rumble Fish,1983.0,112.0,auto
869,870.0,Othello,1952.0,Orson Welles,"United States,",tt0045251,Othello,1951.0,106.0,auto
870,871.0,Dheepan,2015.0,Jacques Audiard,"France,",tt4082068,Dheepan,2015.0,112.0,auto
871,872.0,Ghost World,2001.0,Terry Zwigoff,"United States,",tt0162346,Ghost World,2001.0,112.0,auto
873,874.0,Insiang,1976.0,Lino Brocka,"Philippines,",tt0077740,Insiang,1976.0,112.0,auto
874,875.0,Mysterious Object at Noon,2000.0,Apichatpong Weerasethakul,"Thailand,",tt0269587,Mysterious Object at Noon,2000.0,112.0,auto
875,876.0,Revenge,1989.0,Ermek Shinarbaev,"Kazakhstan,",tt0102497,Revenge,1989.0,100.0,auto
876,877.0,Limite,1931.0,Mário Peixoto,"Brazil,",tt0022080,Limit,1931.0,100.0,auto
877,878.0,Law of the Border,1966.0,Lütfi Ö. Akad,"Turkey,",tt0261739,Law of the Border,1967.0,106.0,auto
878,879.0,Taipei Story,1985.0,Edward Yang,"Taiwan,",tt0089866,Taipei Story,1985.0,112.0,auto
879,880.0,They Live by Night,1948.0,Nicholas Ray,"United States,",tt0040872,They Live by Night,1948.0,112.0,auto
881,882.0,Marius,1931.0,Alexander Korda,"France,",tt0022125,Marius,1931.0,112.0,auto
882,883.0,Fanny,1932.0,Marc Allégret,"France,",tt0022877,Fanny,1932.0,112.0,auto
883,884.0,César,1936.0,Marcel Pagnol,"France,",tt0027489,César,1936.0,112.0,auto
884,885.0,The Lodger: A Story of the London Fog,1927.0,Alfred Hitchcock,"United Kingdom,",tt0017075,The Lodger: A Story of the London Fog,1927.0,112.0,auto
885,886.0,L’argent,1983.0,Robert Bresson,"France,",tt0085180,L'Argent,1983.0,112.0,auto
886,887.0,Lost in America,1985.0,Albert Brooks,"United States,",tt0089504,Lost in America,1985.0,112.0,auto
887,888.0,Stalker,1979.0,Andrei Tarkovsky,"Soviet Union,",tt0079944,Stalker,1979.0,112.0,auto
888,889.0,The Breaking Point,1950.0,Michael Curtiz,"United States,",tt0042281,The Breaking Point,1950.0,112.0,auto
889,890.0,Meantime,1984.0,Mike Leigh,"United Kingdom,",tt0082727,Meantime,1983.0,106.0,auto
890,891.0,La poison,1951.0,Sacha Guitry,"France,",tt0043927,La Poison,1951.0,112.0,auto
891,892.0,Festival,1967.0,Murray Lerner,"United States,",tt0061658,Festival,1967.0,112.0,auto
892,893.0,Certain Women,2016.0,Kelly Reichardt,"United States,",tt4468634,Certain Women,2016.0,112.0,auto
893,894.0,The Piano Teacher,2001.0,Michael Haneke,"France,",tt0254686,The Piano Teacher,2001.0,112.0,auto
894,895.0,David Lynch: The Art Life,2016.0,"Jon Nguyen, Rick Barnes, and Olivia Neergaard-Holm","United States,",tt1691152,David Lynch: The Art Life,2016.0,112.0,auto
895,896.0,The Lure,2015.0,Agnieszka Smoczyńska,"Poland,",tt5278832,The Lure,2015.0,107.0,auto
896,897.0,Barry Lyndon,1975.0,Stanley Kubrick,"United States,",tt0072684,Barry Lyndon,1975.0,112.0,auto
897,898.0,Twin Peaks: Fire Walk with Me,1992.0,David Lynch,"United States,",tt0105665,Twin Peaks: Fire Walk with Me,1992.0,112.0,auto
898,899.0,Personal Shopper,2016.0,Olivier Assayas,"France,",tt4714782,Personal Shopper,2016.0,112.0,auto
900,901.0,The Philadelphia Story,1940.0,George Cukor,"United States,",tt0032904,The Philadelphia Story,1940.0,112.0,auto
901,902.0,Desert Hearts,1985.0,Donna Deitch,"United States,",tt0089015,Desert Hearts,1985.0,112.0,auto
902,903.0,Jabberwocky,1977.0,Terry Gilliam,"United Kingdom,",tt0076221,Jabberwocky,1977.0,112.0,auto
903,904.0,Election,1999.0,Alexander Payne,"United States,",tt0126886,Election,1999.0,112.0,auto
904,905.0,The Breakfast Club,1985.0,John Hughes,"United States,",tt0088847,The Breakfast Club,1985.0,112.0,auto
905,906.0,"I, Daniel Blake",2016.0,Ken Loach,"United Kingdom,",tt5168192,"I, Daniel Blake",2016.0,112.0,auto
906,907.0,Westfront 1918,1930.0,G. W. Pabst,"Germany,",tt0021542,Westfront 1918,1930.0,100.0,auto
907,908.0,Kameradschaft,1931.0,G. W. Pabst,"Germany,",tt0022017,Comradeship,1931.0,100.0,auto
908,909.0,Night of the Living Dead,1968.0,George A. Romero,"United States,",tt0063350,Night of the Living Dead,1968.0,112.0,auto
909,910.0,Tom Jones,1963.0,Tony Richardson,"United Kingdom,",tt0057590,Tom Jones,1963.0,112.0,auto
910,911.0,The Hero,1966.0,Satyajit Ray,"India,",tt0060742,The Hero,1966.0,112.0,auto
911,912.0,An Actor’s Revenge,1963.0,Kon Ichikawa,"Japan,",tt0057710,An Actor's Revenge,1963.0,112.0,auto
912,913.0,The Age of Innocence,1993.0,Martin Scorsese,"United States,",tt0106226,The Age of Innocence,1993.0,112.0,auto
913,914.0,Baal,1970.0,Volker Schlöndorff,"West Germany,",tt0065440,Baal,1970.0,112.0,auto
914,915.0,King of Jazz,1930.0,John Murray Anderson,"United States,",tt0021025,King of Jazz,1930.0,112.0,auto
915,916.0,Women in Love,1969.0,Ken Russell,"United Kingdom,",tt0066579,Women in Love,1969.0,112.0,auto
916,917.0,The Awful Truth,1937.0,Leo McCarey,"United States,",tt0028597,The Awful Truth,1937.0,112.0,auto
917,918.0,The Color of Pomegranates,1969.0,Sergei Parajanov,"Soviet Union,",tt0063555,The Color of Pomegranates,1969.0,112.0,auto
918,919.0,Dead Man,1995.0,Jim Jarmusch,"United States,",tt0112817,Dead Man,1995.0,112.0,auto
919,920.0,The Virgin Suicides,1999.0,Sofia Coppola,"United States,",tt0159097,The Virgin Suicides,1999.0,112.0,auto
920,921.0,Moonrise,1948.0,Frank Borzage,"United States,",tt0040607,Moonrise,1948.0,112.0,auto
921,922.0,The Other Side of Hope,2017.0,Aki Kaurismäki,"Finland,",tt5222918,The Other Side of Hope,2017.0,112.0,auto
922,923.0,Beyond the Hills,2012.0,Cristian Mungiu,"Romania,",tt2258281,Beyond the Hills,2012.0,112.0,auto
923,924.0,Graduation,2016.0,Cristian Mungiu,"Romania,",tt4936450,Graduation,2016.0,112.0,auto
924,925.0,Midnight Cowboy,1969.0,John Schlesinger,"United States,",tt0064665,Midnight Cowboy,1969.0,112.0,auto
925,926.0,Manila in the Claws of Light,1975.0,Lino Brocka,"Philippines,",tt0073363,Manila in the Claws of Light,1975.0,112.0,auto
926,927.0,El Sur,1983.0,Víctor Erice,"Spain,",tt0084740,El Sur,1983.0,112.0,auto
927,928.0,Bowling for Columbine,2002.0,Michael Moore,"United States,",tt0310793,Bowling for Columbine,2002.0,112.0,auto
928,929.0,Female Trouble,1974.0,John Waters,"United States,",tt0072979,Female Trouble,1974.0,112.0,auto
930,931.0,Morocco,1930.0,Josef von Sternberg,"United States,",tt0021156,Morocco,1930.0,112.0,auto
931,932.0,Dishonored,1931.0,Josef von Sternberg,"United States,",tt0021800,Dishonored,1931.0,112.0,auto
932,933.0,Shanghai Express,1932.0,Josef von Sternberg,"United States,",tt0023458,Shanghai Express,1932.0,112.0,auto
933,934.0,Blonde Venus,1932.0,Josef von Sternberg,"United States,",tt0022698,Blonde Venus,1932.0,112.0,auto
934,935.0,The Devil Is a Woman,1935.0,Josef von Sternberg,"United States,",tt0026276,The Devil Is a Woman,1935.0,112.0,auto
935,936.0,Bull Durham,1988.0,Ron Shelton,"United States,",tt0094812,Bull Durham,1988.0,112.0,auto
936,937.0,Dragon Inn,1967.0,King Hu,"Taiwan,",tt0060635,Dragon Inn,1967.0,112.0,auto
937,938.0,"sex, lies, and videotape",1989.0,Steven Soderbergh,"United States,",tt0098724,"Sex, Lies, and Videotape",1989.0,112.0,auto
938,939.0,A Matter of Life and Death,1946.0,Michael Powell and Emeric Pressburger,"United Kingdom,",tt0038733,A Matter of Life and Death,1946.0,112.0,auto
940,941.0,Smithereens,1982.0,Susan Seidelman,"United States,",tt0084698,Smithereens,1982.0,112.0,auto
941,942.0,The Tree of Life,2011.0,Terrence Malick,"United States,",tt0478304,The Tree of Life,2011.0,112.0,auto
942,943.0,Memories of Underdevelopment,1968.0,Tomás Gutiérrez Alea,"Cuba,",tt0063291,Memories of Underdevelopment,1968.0,112.0,auto
943,944.0,Cold Water,1994.0,Olivier Assayas,"France,",tt0109702,Cold Water,1994.0,112.0,auto
944,945.0,A Raisin in the Sun,1961.0,Daniel Petrie,"United States,",tt0055353,A Raisin in the Sun,1961.0,112.0,auto
946,947.0,Shampoo,1975.0,Hal Ashby,"United States,",tt0073692,Shampoo,1975.0,112.0,auto
947,948.0,The Princess Bride,1987.0,Rob Reiner,"United States,",tt0093779,The Princess Bride,1987.0,112.0,auto
948,949.0,A Story from Chikamatsu,1954.0,Kenji Mizoguchi,"Japan,",tt0046851,A Story from Chikamatsu,1954.0,112.0,auto
949,950.0,Some Like It Hot,1959.0,Billy Wilder,"United States,",tt0053291,Some Like It Hot,1959.0,112.0,auto
950,951.0,True Stories,1986.0,David Byrne,"United States,",tt0092117,True Stories,1986.0,112.0,auto
951,952.0,The Magnificent Ambersons,1942.0,Orson Welles,"United States,",tt0035015,The Magnificent Ambersons,1942.0,112.0,auto
952,953.0,A Dry White Season,1989.0,Euzhan Palcy,"United States,",tt0097243,A Dry White Season,1989.0,112.0,auto
953,954.0,Forty Guns,1957.0,Samuel Fuller,"United States,",tt0050407,Forty Guns,1957.0,112.0,auto
954,955.0,Panique,1946.0,Julien Duvivier,"France,",tt0038824,Panique,1946.0,112.0,auto
955,956.0,24 Frames,2017.0,Abbas Kiarostami,"Iran,",tt6777170,24 Frames,2017.0,112.0,auto
956,957.0,Mikey and Nicky,1976.0,Elaine May,"United States,",tt0074901,Mikey and Nicky,1976.0,112.0,auto
957,958.0,"4 Months, 3 Weeks and 2 Days",2007.0,Cristian Mungiu,"Romania,",tt1032846,"4 Months, 3 Weeks and 2 Days",2007.0,112.0,auto
958,959.0,In the Heat of the Night,1967.0,Norman Jewison,"United States,",tt0061811,In the Heat of the Night,1967.0,112.0,auto
959,960.0,La vérité,1960.0,Henri-Georges Clouzot,"France,",tt0054452,The Truth,1960.0,112.0,auto
960,961.0,Shame,1968.0,Ingmar Bergman,"Sweden,",tt0063611,Shame,1968.0,112.0,auto
961,962.0,Death in Venice,1971.0,Luchino Visconti,"Italy,",tt0067445,Death in Venice,1971.0,112.0,auto
962,963.0,To Sleep with Anger,1990.0,Charles Burnett,"United States,",tt0100791,To Sleep with Anger,1990.0,112.0,auto
963,964.0,The Kid Brother,1927.0,Ted Wilde,"United States,",tt0018051,The Kid Brother,1927.0,112.0,auto
964,965.0,Wanda,1970.0,Barbara Loden,"United States,",tt0067961,Wanda,1970.0,112.0,auto
965,966.0,Detour,1945.0,Edgar G. Ulmer,"United States,",tt0037638,Detour,1945.0,112.0,auto
966,967.0,I Wanna Hold Your Hand,1978.0,Robert Zemeckis,"United States,",tt0077714,I Wanna Hold Your Hand,1978.0,112.0,auto
967,968.0,Japón,2002.0,Carlos Reygadas,"Mexico,",tt0322824,Japón,2002.0,112.0,auto
968,969.0,Diamonds of the Night,1964.0,Jan Němec,"Czechoslovakia,",tt0058001,Diamonds of the Night,1964.0,100.0,auto
969,970.0,A Face in the Crowd,1957.0,Elia Kazan,"United States,",tt0050371,A Face in the Crowd,1957.0,112.0,auto
970,971.0,Police Story,1985.0,Jackie Chan,"Hong Kong,",tt0089374,Police Story,1985.0,112.0,auto
971,972.0,Police Story 2,1988.0,Jackie Chan,"Hong Kong,",tt0095403,Police Story 2,1988.0,112.0,auto
972,973.0,My Brilliant Career,1979.0,Gillian Armstrong,"Australia,",tt0079596,My Brilliant Career,1979.0,112.0,auto
973,974.0,The Heiress,1949.0,William Wyler,"United States,",tt0041452,The Heiress,1949.0,112.0,auto
974,975.0,Funny Games,1997.0,Michael Haneke,"Austria,",tt0119167,Funny Games,1997.0,112.0,auto
975,976.0,Let the Sunshine In,2017.0,Claire Denis,"France,",tt6423776,Let the Sunshine In,2017.0,112.0,auto
976,977.0,Blue Velvet,1986.0,David Lynch,"United States,",tt0090756,Blue Velvet,1986.0,112.0,auto
977,978.0,"One Sings, the Other Doesn’t",1977.0,Agnès Varda,"France,",tt0076855,"One Sings, the Other Doesn't",1977.0,112.0,auto
978,979.0,Swing Time,1936.0,George Stevens,"United States,",tt0028333,Swing Time,1936.0,112.0,auto
979,980.0,La vie de Jésus,1997.0,Bruno Dumont,"France,",tt0120448,The Life of Jesus,1997.0,112.0,auto
980,981.0,L’humanité,1999.0,Bruno Dumont,"France,",tt0197569,Humanité,1999.0,112.0,auto
981,982.0,Hedwig and the Angry Inch,2001.0,John Cameron Mitchell,"United States,",tt0248845,Hedwig and the Angry Inch,2001.0,112.0,auto
982,983.0,War and Peace,1966.0,Sergei Bondarchuk,"Soviet Union,",tt0063794,War and Peace,1965.0,106.0,auto
983,984.0,1984,1984.0,Michael Radford,"United Kingdom,",tt0087803,1984,1984.0,112.0,auto
984,985.0,Europa Europa,1990.0,Agnieszka Holland,"Poland,",tt0099776,Europa Europa,1990.0,112.0,auto
985,986.0,The Baker’s Wife,1938.0,Marcel Pagnol,"France,",tt0030127,The Baker's Wife,1938.0,112.0,auto
986,987.0,Klute,1971.0,Alan J. Pakula,"United States,",tt0067309,Klute,1971.0,112.0,auto
987,988.0,The Inland Sea,1991.0,Lucille Carra,"United States,",tt0104510,The Inland Sea,1991.0,112.0,auto
988,989.0,The Flavor of Green Tea over Rice,1952.0,Yasujiro Ozu,"Japan,",tt0044982,The Flavor of Green Tea Over Rice,1952.0,112.0,auto
989,990.0,Where Is the Friend’s House?,1987.0,Abbas Kiarostami,"Iran,",tt0093342,Where Is the Friend's House?,1987.0,112.0,auto
990,991.0,And Life Goes On,1992.0,Abbas Kiarostami,"Iran,",tt0105888,And Life Goes On,1992.0,112.0,auto
991,992.0,Through the Olive Trees,1994.0,Abbas Kiarostami,"Iran,",tt0111845,Through the Olive Trees,1994.0,112.0,auto
992,993.0,The Cloud-Capped Star,1960.0,Ritwik Ghatak,"India,",tt0054073,The Cloud-Capped Star,1960.0,112.0,auto
993,994.0,Local Hero,1983.0,Bill Forsyth,"United Kingdom,",tt0085859,Local Hero,1983.0,112.0,auto
994,995.0,Polyester,1981.0,John Waters,"United States,",tt0082926,Polyester,1981.0,112.0,auto
995,996.0,The Circus,1928.0,Charles Chaplin,"United States,",tt0018773,The Circus,1928.0,112.0,auto
996,997.0,Cluny Brown,1946.0,Ernst Lubitsch,"United States,",tt0038419,Cluny Brown,1946.0,112.0,auto
997,998.0,When We Were Kings,1996.0,Leon Gast,"United States,",tt0118147,When We Were Kings,1996.0,112.0,auto
998,999.0,Matewan,1987.0,John Sayles,"United States,",tt0093509,Matewan,1987.0,112.0,auto
1000,1001.0,The Daytrippers,1996.0,Greg Mottola,"Canada,",tt0116041,The Daytrippers,1996.0,112.0,auto
1001,1002.0,Betty Blue,1986.0,Jean-Jacques Beineix,"France,",tt0090563,Betty Blue,1986.0,112.0,auto
1002,1003.0,All About Eve,1950.0,Joseph L. Mankiewicz,"United States,",tt0042192,All About Eve,1950.0,112.0,auto
1003,1004.0,"Now, Voyager",1942.0,Irving Rapper,"United States,",tt0035140,"Now, Voyager",1942.0,112.0,auto
1004,1005.0,Cold War,2018.0,Paweł Pawlikowski,"Poland,",tt6543652,Cold War,2018.0,112.0,auto
1005,1006.0,The Story of Temple Drake,1933.0,Stephen Roberts,"United States,",tt0024617,The Story of Temple Drake,1933.0,112.0,auto
1006,1007.0,Until the End of the World,1991.0,Wim Wenders,"Germany,",tt0101458,Until the End of the World,1991.0,112.0,auto
1007,1008.0,Old Joy,2006.0,Kelly Reichardt,"United States,",tt0468526,Old Joy,2006.0,112.0,auto
1008,1009.0,Holiday,1938.0,George Cukor,"United States,",tt0030241,Holiday,1938.0,112.0,auto
1009,1010.0,Le petit soldat,1963.0,Jean-Luc Godard,"France,",tt0054177,The Little Soldier,1963.0,112.0,auto
1010,1011.0,Fail Safe,1964.0,Sidney Lumet,"United States,",tt0058083,Fail Safe,1964.0,112.0,auto
1011,1012.0,All About My Mother,1999.0,Pedro Almodóvar,"Spain,",tt0185125,All About My Mother,1999.0,112.0,auto
1012,1013.0,Teorema,1968.0,Pier Paolo Pasolini,"Italy,",tt0063678,Teorema,1968.0,112.0,auto
1013,1014.0,Roma,2018.0,Alfonso Cuarón,"United States,",tt6155172,Roma,2018.0,112.0,auto
1014,1015.0,Journey to the Beginning of Time,1955.0,Karel Zeman,"Czechoslovakia,",tt0047930,A Journey to the Beginning of Time,1955.0,108.96969696969697,auto
1015,1016.0,Invention for Destruction,1958.0,Karel Zeman,"Czechoslovakia,",tt0052374,Invention for Destruction,1958.0,112.0,auto
1016,1017.0,The Fabulous Baron Munchausen,1962.0,Karel Zeman,"Czechoslovakia,",tt0054665,The Fabulous Baron Munchausen,1962.0,112.0,auto
1017,1018.0,Paris Is Burning,1990.0,Jennie Livingston,"United States,",tt0100332,Paris Is Burning,1990.0,112.0,auto
1018,1019.0,Bamboozled,2000.0,Spike Lee,"United States,",tt0215545,Bamboozled,2000.0,112.0,auto
1019,1020.0,Leave Her to Heaven,1945.0,John M. Stahl,"United States,",tt0037865,Leave Her to Heaven,1945.0,112.0,auto
1020,1021.0,Show Boat,1936.0,James Whale,"United States,",tt0028249,Show Boat,1936.0,112.0,auto
1021,1022.0,The Prince of Tides,1991.0,Barbra Streisand,"United States,",tt0102713,The Prince of Tides,1991.0,112.0,auto
1022,1023.0,The Cremator,1969.0,Juraj Herz,"Czechoslovakia,",tt0063633,The Cremator,1969.0,112.0,auto
1023,1024.0,Destry Rides Again,1939.0,George Marshall,"United States,",tt0031225,Destry Rides Again,1939.0,112.0,auto
1024,1025.0,The Grand Budapest Hotel,2014.0,Wes Anderson,"United States,",tt2278388,The Grand Budapest Hotel,2014.0,112.0,auto
1025,1026.0,Me and You and Everyone We Know,2005.0,Miranda July,"United States,",tt0415978,Me and You and Everyone We Know,2005.0,112.0,auto
1026,1027.0,The Great Escape,1963.0,John Sturges,"United States,",tt0057115,The Great Escape,1963.0,112.0,auto
1027,1028.0,"Dance, Girl, Dance",1940.0,Dorothy Arzner,"United States,",tt0032376,"Dance, Girl, Dance",1940.0,112.0,auto
1028,1029.0,Husbands,1970.0,John Cassavetes,"United States,",tt0065867,Husbands,1970.0,112.0,auto
1029,1030.0,Scorsese Shorts,,Martin Scorsese,"United States,",tt12431770,Scorsese Shorts,2020.0,102.0,auto
1030,1031.0,Wildlife,2018.0,Paul Dano,"United States,",tt5929754,Wildlife,2018.0,112.0,auto
1031,1032.0,An Unmarried Woman,1978.0,Paul Mazursky,"United States,",tt0078444,An Unmarried Woman,1978.0,112.0,auto
1032,1033.0,The Cameraman,1928.0,Edward Sedgwick,"United States,",tt0018742,The Cameraman,1928.0,112.0,auto
1033,1034.0,Portrait of a Lady on Fire,2019.0,Céline Sciamma,"France,",tt8613070,Portrait of a Lady on Fire,2019.0,112.0,auto
1034,1035.0,Come and See,1985.0,Elem Klimov,"Soviet Union,",tt0091251,Come and See,1985.0,112.0,auto
1036,1037.0,The War of the Worlds,1953.0,Byron Haskin,"United States,",tt0046534,The War of the Worlds,1953.0,112.0,auto
1037,1038.0,Marriage Story,2019.0,Noah Baumbach,"United States,",tt7653254,Marriage Story,2019.0,112.0,auto
1038,1039.0,Town Bloody Hall,1979.0,Chris Hegedus and D. A. Pennebaker,"United States,",tt0217853,Town Bloody Hall,1979.0,112.0,auto
1039,1040.0,Toni,1935.0,Jean Renoir,"France,",tt0025898,Toni,1935.0,112.0,auto
1040,1041.0,The Comfort of Strangers,1990.0,Paul Schrader,"Italy,",tt0099292,The Comfort of Strangers,1990.0,112.0,auto
1041,1042.0,Beau travail,1999.0,Claire Denis,"France,",tt0209933,Beau Travail,1999.0,112.0,auto
1042,1043.0,Christ Stopped at Eboli,1979.0,Francesco Rosi,"Italy,",tt0079010,Christ Stopped at Eboli,1979.0,112.0,auto
1044,1045.0,Lucía,1968.0,Humberto Solás,"Cuba,",tt0064609,Lucia,1968.0,112.0,auto
1045,1046.0,After the Curfew,1954.0,Usmar Ismail,"Indonesia,",tt0045997,After the Curfew,1954.0,112.0,auto
1046,1047.0,Pixote,1980.0,Héctor Babenco,"Brazil,",tt0082912,Pixote,1980.0,107.0,auto
1047,1048.0,Dos monjes,1934.0,Juan Bustillo Oro,"Mexico,",tt0025062,Two Monks,1934.0,112.0,auto
1048,1049.0,Soleil Ô,1970.0,Med Hondo,"France,",tt0062285,"Oh, Sun",1970.0,112.0,auto
1049,1050.0,Downpour,1972.0,Bahram Beyzaie,"Iran,",tt0067649,Downpour,1972.0,112.0,auto
1050,1051.0,The Elephant Man,1980.0,David Lynch,"United States,",tt0080678,The Elephant Man,1980.0,112.0,auto
1051,1052.0,Claudine,1974.0,John Berry,"United States,",tt0071334,Claudine,1974.0,112.0,auto
1052,1053.0,The Gunfighter,1950.0,Henry King,"United States,",tt0042531,The Gunfighter,1950.0,112.0,auto
1053,1054.0,Parasite,2019.0,Bong Joon Ho,"South Korea,",tt6751668,Parasite,2019.0,112.0,auto
1054,1055.0,Girlfriends,1978.0,Claudia Weill,"United States,",tt0077613,Girlfriends,1978.0,112.0,auto
1055,1056.0,Moonstruck,1987.0,Norman Jewison,"United States,",tt0093565,Moonstruck,1987.0,112.0,auto
1056,1057.0,Ghost Dog: The Way of the Samurai,1999.0,Jim Jarmusch,"United States,",tt0165798,Ghost Dog: The Way of the Samurai,1999.0,112.0,auto
1057,1058.0,The Irishman,2019.0,Martin Scorsese,"United States,",tt1302006,The Irishman,2019.0,112.0,auto
1058,1059.0,Crash,1996.0,David Cronenberg,"Canada,",tt0115964,Crash,1996.0,112.0,auto
1059,1060.0,Amores perros,2000.0,Alejandro G. Iñárritu,"Mexico,",tt0245712,Amores Perros,2000.0,112.0,auto
1060,1061.0,Minding the Gap,2018.0,Bing Liu,"United States,",tt7476236,Minding the Gap,2018.0,112.0,auto
1061,1062.0,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,2019.0,Martin Scorsese,"United States,",tt9577852,Rolling Thunder Revue,2019.0,112.0,auto
1062,1063.0,The Ascent,1977.0,Larisa Shepitko,"Soviet Union,",tt0075404,The Ascent,1977.0,112.0,auto
1063,1064.0,The Parallax View,1974.0,Alan J. Pakula,"United States,",tt0071970,The Parallax View,1974.0,112.0,auto
1064,1065.0,Mandabi,1968.0,Ousmane Sembène,"Senegal,",tt0063268,Mandabi,1968.0,107.0,auto
1065,1066.0,Man Push Cart,2005.0,Ramin Bahrani,"United States,",tt0464105,Man Push Cart,2005.0,112.0,auto
1066,1067.0,Chop Shop,2007.0,Ramin Bahrani,"United States,",tt0990404,Chop Shop,2007.0,112.0,auto
1067,1068.0,Smooth Talk,1985.0,Joyce Chopra,"United States,",tt0090037,Smooth Talk,1985.0,112.0,auto
1069,1070.0,Secrets & Lies,1996.0,Mike Leigh,"United Kingdom,",tt0117589,Secrets & Lies,1996.0,112.0,auto
1070,1071.0,Defending Your Life,1991.0,Albert Brooks,"United States,",tt0101698,Defending Your Life,1991.0,112.0,auto
1071,1072.0,History Is Made at Night,1937.0,Frank Borzage,"United States,",tt0029002,History Is Made at Night,1937.0,112.0,auto
1072,1073.0,Memories of Murder,2003.0,Bong Joon Ho,"South Korea,",tt0353969,Memories of Murder,2003.0,112.0,auto
1073,1074.0,Irma Vep,1996.0,Olivier Assayas,"France,",tt0116650,Irma Vep,1996.0,112.0,auto
1074,1075.0,Fast Times at Ridgemont High,1982.0,Amy Heckerling,"United States,",tt0083929,Fast Times at Ridgemont High,1982.0,112.0,auto
1075,1076.0,Merrily We Go to Hell,1932.0,Dorothy Arzner,"United States,",tt0023213,Merrily We Go to Hell,1932.0,112.0,auto
1076,1077.0,Flowers of Shanghai,1998.0,Hou Hsiao-hsien,"Taiwan,",tt0156587,Flowers of Shanghai,1998.0,112.0,auto
1077,1078.0,Nightmare Alley,1947.0,Edmund Goulding,"United States,",tt0039661,Nightmare Alley,1947.0,112.0,auto
1078,1079.0,Streetwise,1984.0,Martin Bell,"United States,",tt0088196,Streetwise,1984.0,112.0,auto
1079,1080.0,Tiny: The Life of Erin Blackwell,2016.0,Martin Bell,"United States,",tt3505094,Tiny: The Life of Erin Blackwell,2016.0,112.0,auto
1080,1081.0,Visions of Eight,1973.0,"Juri Ozerov, Mai Zetterling, Arthur Penn, Michael Pfleghar, Kon Ichikawa, Miloš Forman, Claude Lelouch, and John Schlesinger","United States,",tt0070884,Visions of Eight,1973.0,112.0,auto
1082,1083.0,Pariah,2011.0,Dee Rees,"United States,",tt1233334,Pariah,2011.0,112.0,auto
1083,1084.0,Mirror,1975.0,Andrei Tarkovsky,"Soviet Union,",tt0072443,Mirror,1975.0,112.0,auto
1084,1085.0,Bringing Up Baby,1938.0,Howard Hawks,"United States,",tt0029947,Bringing Up Baby,1938.0,112.0,auto
1085,1086.0,Deep Cover,1992.0,Bill Duke,"United States,",tt0104073,Deep Cover,1992.0,112.0,auto
1086,1087.0,Working Girls,1986.0,Lizzie Borden,"United States,",tt0092238,Working Girls,1986.0,112.0,auto
1087,1088.0,La piscine,1969.0,Jacques Deray,"France,",tt0064816,The Swimming Pool,1969.0,112.0,auto
1088,1089.0,After Life,1998.0,Hirokazu Kore-eda,"Japan,",tt0165078,After Life,1998.0,100.0,auto
1089,1090.0,Original Cast Album: “Company”,1970.0,D. A. Pennebaker,"United States,",tt0293475,Original Cast Album: Company,1970.0,112.0,auto
1090,1091.0,Beasts of No Nation,2015.0,Cary Joji Fukunaga,"United States,",tt1365050,Beasts of No Nation,2015.0,112.0,auto
1091,1092.0,Throw Down,2004.0,Johnnie To,"Hong Kong,",tt0415380,Throw Down,2004.0,112.0,auto
1092,1093.0,The Story of a Three Day Pass,1967.0,Melvin Van Peebles,"France,",tt0063646,The Story of a Three Day Pass,1967.0,112.0,auto
1093,1094.0,Watermelon Man,1970.0,Melvin Van Peebles,"United States,",tt0066550,Watermelon Man,1970.0,112.0,auto
1094,1095.0,Sweet Sweetback’s Baadasssss Song,1971.0,Melvin Van Peebles,"United States,",tt0067810,Sweet Sweetback's Baadasssss Song,1971.0,112.0,auto
1095,1096.0,Don’t Play Us Cheap,1972.0,Melvin Van Peebles,"United States,",tt0069996,Don't Play Us Cheap,1972.0,112.0,auto
1096,1097.0,Love & Basketball,2000.0,Gina Prince-Bythewood,"United States,",tt0199725,Love & Basketball,2000.0,112.0,auto
1097,1098.0,The Damned,1969.0,Luchino Visconti,"Italy,",tt0064118,The Damned,1969.0,112.0,auto
1098,1099.0,High Sierra,1941.0,Raoul Walsh,"United States,",tt0033717,High Sierra,1941.0,112.0,auto
1099,1100.0,The Incredible Shrinking Man,1957.0,Jack Arnold,"United States,",tt0050539,The Incredible Shrinking Man,1957.0,112.0,auto
1100,1101.0,Uncut Gems,2019.0,Josh Safdie and Benny Safdie,"United States,",tt5727208,Uncut Gems,2019.0,112.0,auto
