criterion_id,spine,criterion_title,criterion_year,criterion_director,criterion_country,imdb_tconst,imdb_primaryTitle,imdb_startYear,match_score,match_method
1361,,Lone Wolf and Cub: Baby Cart at the River Styx,1972.0,Kenji Misumi,"Japan,",tt0068816,Lone Wolf and Cub: Baby Cart at the River Styx,1972.0,112.0,auto
1362,,Lone Wolf and Cub: Baby Cart to Hades,1972.0,Kenji Misumi,"Japan,",tt0068817,Lone Wolf and Cub: Baby Cart to Hades,1972.0,112.0,auto
1363,,Lone Wolf and Cub: Baby Cart in Peril,1972.0,Buichi Saito,"Japan,",tt0143348,Lone Wolf and Cub: Baby Cart in Peril,1972.0,112.0,auto
1364,,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973.0,Kenji Misumi,"Japan,",tt0143428,Lone Wolf and Cub: Baby Cart in the Land of Demons,1973.0,112.0,auto
1365,,Lone Wolf and Cub: White Heaven in Hell,1974.0,Yoshiyuki Kuroda,"Japan,",tt0071695,Lone Wolf and Cub: White Heaven in Hell,1974.0,112.0,auto
1367,,The Devil’s Eye,1960.0,Ingmar Bergman,"Sweden,",tt0053772,The Devil's Eye,1960.0,112.0,auto
1368,,The Rite,1969.0,Ingmar Bergman,"Sweden,",tt0064897,The Rite,1969.0,112.0,auto
1369,,The Passion of Anna,1969.0,Ingmar Bergman,"Sweden,",tt0064793,The Passion of Anna,1969.0,112.0,auto
1370,,Saraband,2003.0,Ingmar Bergman,"Sweden,",tt0299478,Saraband,2003.0,112.0,auto
1371,,Dreams,1955.0,Ingmar Bergman,"Sweden,",tt0048272,Dreams,1955.0,112.0,auto
1372,,A Ship to India,1947.0,Ingmar Bergman,"Sweden,",tt0039834,A Ship to India,1947.0,112.0,auto
1373,,All These Women,1964.0,Ingmar Bergman,"Sweden,",tt0058124,All These Women,1964.0,112.0,auto
1374,,Brink of Life,1958.0,Ingmar Bergman,"Sweden,",tt0052017,Brink of Life,1958.0,112.0,auto
1375,,The Touch,1971.0,Ingmar Bergman,"Sweden,",tt0066826,The Touch,1971.0,112.0,auto
1379,,After the Rehearsal,1984.0,Ingmar Bergman,"Sweden,",tt0087193,After the Rehearsal,1984.0,112.0,auto
1380,,The Serpent’s Egg,1977.0,Ingmar Bergman,"United States,",tt0076686,The Serpent's Egg,1977.0,112.0,auto
1381,,A Lesson in Love,1954.0,Ingmar Bergman,"Sweden,",tt0047167,A Lesson in Love,1954.0,112.0,auto
1382,,From the Life of the Marionettes,1980.0,Ingmar Bergman,"Sweden,",tt0080397,From the Life of the Marionettes,1980.0,112.0,auto
1383,,Hour of the Wolf,1968.0,Ingmar Bergman,"Sweden,",tt0063759,Hour of the Wolf,1968.0,112.0,auto
1386,,Son of Godzilla,1967.0,Jun Fukuda,"Japan,",tt0061856,Son of Godzilla,1967.0,112.0,auto
1388,,"Ebirah, Horror of the Deep",1966.0,Jun Fukuda,"Japan,",tt0060464,"Ebirah, Horror of the Deep",1966.0,112.0,auto
1389,,All Monsters Attack,1969.0,Ishiro Honda,"Japan,",tt0064373,All Monsters Attack,1969.0,112.0,auto
1390,,Invasion of Astro-Monster,1965.0,Ishiro Honda,"Japan,",tt0059346,Invasion of Astro-Monster,1965.0,112.0,auto
1391,,"Ghidorah, the Three-Headed Monster",1964.0,Ishiro Honda,"Japan,",tt0058544,Ghidorah: The Three-Headed Monster,1964.0,112.0,auto
1392,,Destroy All Monsters,1968.0,Ishiro Honda,"Japan,",tt0063172,Destroy All Monsters,1968.0,112.0,auto
1393,,Godzilla vs. Hedorah,1971.0,Yoshimitsu Banno,"Japan,",tt0067148,Godzilla vs. Hedorah,1971.0,112.0,auto
1394,,Terror of Mechagodzilla,1975.0,Ishiro Honda,"Japan,",tt0073373,Terror of Mechagodzilla,1975.0,112.0,auto
1395,,Godzilla vs. Mechagodzilla,1974.0,Jun Fukuda,"Japan,",tt0071565,Godzilla vs. Mechagodzilla,1974.0,112.0,auto
1396,,Mothra vs. Godzilla,1964.0,Ishiro Honda,"Japan,",tt0058379,Mothra vs. Godzilla,1964.0,112.0,auto
1397,,Godzilla Raids Again,1955.0,Motoyoshi Oda,"Japan,",tt0048127,Godzilla Raids Again,1955.0,112.0,auto
1398,,Godzilla vs. Megalon,1973.0,Jun Fukuda,"Japan,",tt0070122,Godzilla vs. Megalon,1973.0,112.0,auto
1399,,Godzilla vs. Gigan,1972.0,Jun Fukuda,"Japan,",tt0068371,Godzilla vs. Gigan,1972.0,112.0,auto
1401,,The Big Boss,1971.0,Lo Wei,"Hong Kong,",tt0067824,The Big Boss,1971.0,112.0,auto
1402,,Fist of Fury,1972.0,Lo Wei,"Hong Kong,",tt0068767,Fist of Fury,1972.0,112.0,auto
1403,,The Way of the Dragon,1972.0,Bruce Lee,"Hong Kong,",tt0068935,The Way of the Dragon,1972.0,112.0,auto
1404,,Enter the Dragon,1973.0,Robert Clouse,"Hong Kong,",tt0070034,Enter the Dragon,1973.0,112.0,auto
1405,,Game of Death,1978.0,Robert Clouse,"Hong Kong,",tt0077594,Game of Death,1978.0,112.0,auto
1408,,Daguerréotypes,1975.0,Agnès Varda,"France,",tt0071384,Daguerreotypes,1975.0,112.0,auto
1409,,Les créatures,1966.0,Agnès Varda,"France,",tt0060263,The Creatures,1966.0,112.0,auto
1410,,Jane B. par Agnès V.,1988.0,Agnès Varda,"France,",tt0093295,Jane B. for Agnes V.,1988.0,112.0,auto
1411,,Kung-Fu Master!,1988.0,Agnès Varda,"France,",tt0093371,Kung-Fu Master!,1988.0,112.0,auto
1412,,Jacquot de Nantes,1991.0,Agnès Varda,"France,",tt0102141,Jacquot of Nantes,1991.0,112.0,auto
1413,,One Hundred and One Nights,1995.0,Agnès Varda,"France,",tt0112654,One Hundred and One Nights,1995.0,112.0,auto
1414,,The Gleaners and I,2000.0,Agnès Varda,"France,",tt0247380,The Gleaners & I,2000.0,112.0,auto
1415,,The Gleaners and I: Two Years Later,2002.0,Agnès Varda,"France,",tt0345128,The Gleaners and I: Two Years Later,2002.0,112.0,auto
1416,,Faces Places,2017.0,Agnès Varda and JR,"France,",tt5598102,Faces Places,2017.0,112.0,auto
1418,,The Beaches of Agnès,2008.0,Agnès Varda,"France,",tt1129435,The Beaches of Agnès,2008.0,112.0,auto
1420,,Il bidone,1955.0,Federico Fellini,"Italy,",tt0047876,The Swindle,1955.0,112.0,auto
1421,,Intervista,1987.0,Federico Fellini,"Italy,",tt0093267,Intervista,1987.0,112.0,auto
1424,,As Tears Go By,1988.0,Wong Kar Wai,"Hong Kong,",tt0096461,As Tears Go By,1988.0,112.0,auto
1425,,Days of Being Wild,1990.0,Wong Kar Wai,"Hong Kong,",tt0101258,Days of Being Wild,1990.0,112.0,auto
1426,,Fallen Angels,1995.0,Wong Kar Wai,"Hong Kong,",tt0112913,Fallen Angels,1995.0,112.0,auto
1427,,Happy Together,1997.0,Wong Kar Wai,"Hong Kong,",tt0118845,Happy Together,1997.0,112.0,auto
1428,,2046,2004.0,Wong Kar Wai,"Hong Kong,",tt0212712,2046,2004.0,112.0,auto
1430,,Once Upon a Time in China,1991.0,Tsui Hark,"Hong Kong,",tt0103285,Once Upon a Time in China,1991.0,112.0,auto
1431,,Once Upon a Time in China II,1992.0,Tsui Hark,"Hong Kong,",tt0105839,Once Upon a Time in China II,1992.0,112.0,auto
1432,,Once Upon a Time in China III,1993.0,Tsui Hark,"Hong Kong,",tt0108592,Once Upon a Time in China III,1992.0,106.0,auto
1433,,Once Upon a Time in China IV,1993.0,Yuen Bun,"Hong Kong,",tt0107162,Once Upon a Time in China IV,1993.0,112.0,auto
1434,,Once Upon a Time in China V,1994.0,Tsui Hark,"Hong Kong,",tt0110073,Once Upon a Time in China V,1994.0,112.0,auto
1439,,Madadayo,1993.0,Akira Kurosawa,"Japan,",tt0107474,Madadayo,1993.0,112.0,auto
1442,,Le jour se lève,1939.0,Marcel Carné,"France,",tt0031514,Daybreak,1939.0,112.0,auto
1445,,Torment,1944.0,Alf Sjöberg,"Sweden,",tt0036914,Torment,1944.0,112.0,auto
1446,,Crisis,1946.0,Ingmar Bergman,"Sweden,",tt0038675,Crisis,1946.0,112.0,auto
1447,,Port of Call,1948.0,Ingmar Bergman,"Sweden,",tt0040418,Port of Call,1948.0,112.0,auto
1448,,Thirst,1949.0,Ingmar Bergman,"Sweden,",tt0041998,Thirst,1949.0,112.0,auto
1449,,To Joy,1950.0,Ingmar Bergman,"Sweden,",tt0043048,To Joy,1950.0,112.0,auto
1452,,"Humain, trop humain",1973.0,Louis Malle,"France,",tt0071635,A Human Condition,1974.0,106.0,auto
1453,,Place de la République,1974.0,Louis Malle,"France,",tt0071999,Place de la République,1974.0,112.0,auto
1455,,Calcutta,1969.0,Louis Malle,"France,",tt0062773,Calcutta,1969.0,112.0,auto
1456,,God’s Country,1985.0,Louis Malle,"United States,",tt0091125,God's Country,1985.0,112.0,auto
1457,,. . . And the Pursuit of Happiness,1986.0,Louis Malle,"France,",tt0092561,...and the Pursuit of Happiness,1986.0,112.0,auto
1459,,Early Spring,1956.0,Yasujiro Ozu,"Japan,",tt0049784,Early Spring,1956.0,112.0,auto
1460,,Tokyo Twilight,1957.0,Yasujiro Ozu,"Japan,",tt0051093,Tokyo Twilight,1957.0,112.0,auto
1461,,Equinox Flower,1958.0,Yasujiro Ozu,"Japan,",tt0051720,Equinox Flower,1958.0,112.0,auto
1462,,Late Autumn,1960.0,Yasujiro Ozu,"Japan,",tt0053579,Late Autumn,1960.0,112.0,auto
1463,,The End of Summer,1961.0,Yasujiro Ozu,"Japan,",tt0055052,The End of Summer,1961.0,112.0,auto
1465,,Wooden Crosses,1932.0,Raymond Bernard,"France,",tt0022787,Wooden Crosses,1932.0,112.0,auto
1466,,Les misérables,1934.0,Raymond Bernard,"France,",tt0025509,Les Misérables,1934.0,112.0,auto
1468,,I Shot Jesse James,1949.0,Samuel Fuller,"United States,",tt0041497,I Shot Jesse James,1949.0,112.0,auto
1469,,The Baron of Arizona,1950.0,Samuel Fuller,"United States,",tt0042229,The Baron of Arizona,1950.0,112.0,auto
1470,,The Steel Helmet,1951.0,Samuel Fuller,"United States,",tt0044072,The Steel Helmet,1951.0,112.0,auto
1472,,Blood Wedding,1981.0,Carlos Saura,"Spain,",tt0082088,Blood Wedding,1981.0,112.0,auto
1473,,Carmen,1983.0,Carlos Saura,"Spain,",tt0085297,Carmen,1983.0,112.0,auto
1474,,El amor brujo,1986.0,Carlos Saura,"Spain,",tt0090636,"Love, the Magician",1986.0,112.0,auto
1476,,No Regrets for Our Youth,1946.0,Akira Kurosawa,"Japan,",tt0039090,No Regrets for Our Youth,1946.0,112.0,auto
1477,,One Wonderful Sunday,1947.0,Akira Kurosawa,"Japan,",tt0039871,One Wonderful Sunday,1947.0,112.0,auto
1478,,Scandal,1950.0,Akira Kurosawa,"Japan,",tt0042958,Scandal,1950.0,112.0,auto
1479,,The Idiot,1951.0,Akira Kurosawa,"Japan,",tt0043614,The Idiot,1951.0,112.0,auto
1480,,I Live in Fear,1955.0,Akira Kurosawa,"Japan,",tt0048198,I Live in Fear,1955.0,112.0,auto
1482,,The Love Parade,1929.0,Ernst Lubitsch,"United States,",tt0020112,The Love Parade,1929.0,112.0,auto
1483,,Monte Carlo,1930.0,Ernst Lubitsch,"United States,",tt0021153,Monte Carlo,1930.0,112.0,auto
1484,,The Smiling Lieutenant,1931.0,Ernst Lubitsch,"United States,",tt0022074,The Smiling Lieutenant,1931.0,112.0,auto
1485,,One Hour with You,1932.0,Ernst Lubitsch,"United States,",tt0023303,One Hour with You,1932.0,112.0,auto
1487,,"Who Are You, Polly Maggoo?",1966.0,William Klein,"France,",tt0060879,"Who Are You, Polly Maggoo?",1966.0,112.0,auto
1488,,Mr. Freedom,1969.0,William Klein,"France,",tt0064674,Mr. Freedom,1968.0,106.0,auto
1489,,The Model Couple,1977.0,William Klein,"France,",tt0191053,The Model Couple,1977.0,112.0,auto
1491,,Tokyo Chorus,1931.0,Yasujiro Ozu,"Japan,",tt0022485,Tokyo Chorus,1931.0,112.0,auto
1492,,"I Was Born, But . . .",1932.0,Yasujiro Ozu,"Japan,",tt0023634,"I Was Born, But...",1932.0,112.0,auto
1493,,Passing Fancy,1933.0,Yasujiro Ozu,"Japan,",tt0023937,Passing Fancy,1933.0,112.0,auto
1495,,Wings,1966.0,Larisa Shepitko,"Soviet Union,",tt0061196,Wings,1966.0,112.0,auto
1497,,Shadows in Paradise,1986.0,Aki Kaurismäki,"Finland,",tt0092149,Shadows in Paradise,1986.0,112.0,auto
1498,,Ariel,1988.0,Aki Kaurismäki,"Finland,",tt0094675,Ariel,1988.0,112.0,auto
1499,,The Match Factory Girl,1990.0,Aki Kaurismäki,"Finland,",tt0098532,The Match Factory Girl,1990.0,112.0,auto
1501,,Osaka Elegy,1936.0,Kenji Mizoguchi,"Japan,",tt0028021,Osaka Elegy,1936.0,112.0,auto
1502,,Sisters of the Gion,1936.0,Kenji Mizoguchi,"Japan,",tt0027672,Sisters of the Gion,1936.0,112.0,auto
1503,,Women of the Night,1948.0,Kenji Mizoguchi,"Japan,",tt0040980,Women of the Night,1948.0,112.0,auto
1504,,Street of Shame,1956.0,Kenji Mizoguchi,"Japan,",tt0048933,Street of Shame,1956.0,112.0,auto
1508,,Blaise Pascal,1972.0,Roberto Rossellini,"Italy,",tt0066839,Blaise Pascal,1972.0,112.0,auto
1510,,Japanese Girls at the Harbor,1933.0,Hiroshi Shimizu,"Japan,",tt0160535,Japanese Girls at the Harbor,1933.0,112.0,auto
1511,,Mr. Thank You,1936.0,Hiroshi Shimizu,"Japan,",tt0027307,Mr. Thank You,1936.0,112.0,auto
1512,,The Masseurs and a Woman,1938.0,Hiroshi Shimizu,"Japan,",tt0426900,The Masseurs and a Woman,1938.0,112.0,auto
1513,,Ornamental Hairpin,1941.0,Hiroshi Shimizu,"Japan,",tt0427424,Ornamental Hairpin,1941.0,112.0,auto
1515,,The Private Life of Henry VIII,1933.0,Alexander Korda,"United Kingdom,",tt0024473,The Private Life of Henry VIII,1933.0,112.0,auto
1516,,The Rise of Catherine the Great,1934.0,Paul Czinner,"United Kingdom,",tt0024962,The Rise of Catherine the Great,1934.0,112.0,auto
1517,,The Private Life of Don Juan,1934.0,Alexander Korda,"United Kingdom,",tt0025681,The Private Life of Don Juan,1934.0,112.0,auto
1518,,Rembrandt,1936.0,Alexander Korda,"United Kingdom,",tt0028167,Rembrandt,1936.0,112.0,auto
1520,,I Am Waiting,1957.0,Koreyoshi Kurahara,"Japan,",tt1248984,I Am Waiting,1957.0,112.0,auto
1521,,Rusty Knife,1958.0,Toshio Masuda,"Japan,",tt0360946,Rusty Knife,1958.0,112.0,auto
1522,,Take Aim at the Police Van,1960.0,Seijun Suzuki,"Japan,",tt0054325,Take Aim at the Police Van,1960.0,112.0,auto
1523,,Cruel Gun Story,1964.0,Takumi Furukawa,"Japan,",tt1446089,Cruel Gun Story,1964.0,112.0,auto
1524,,A Colt Is My Passport,1967.0,Takashi Nomura,"Japan,",tt0330536,A Colt Is My Passport,1967.0,112.0,auto
1526,,Man Is Not a Bird,1965.0,Dušan Makavejev,"Yugoslavia,",tt0059063,Man Is Not a Bird,1965.0,107.0,auto
1527,,"Love Affair, or the Case of the Missing Switchboard Operator",1967.0,Dušan Makavejev,"Yugoslavia,",tt0061912,"Love Affair, or The Case of the Missing Switchboard Operator",1967.0,107.0,auto
1528,,Innocence Unprotected,1968.0,Dušan Makavejev,"Yugoslavia,",tt0063342,Innocence Unprotected,1968.0,107.0,auto
1531,,Hotel Monterey,1972.0,Chantal Akerman,"United States,",tt0068725,Hotel Monterey,1973.0,106.0,auto
1532,,News from Home,1976.0,Chantal Akerman,"France,",tt0076452,News from Home,1976.0,112.0,auto
1533,,Je tu il elle,1975.0,Chantal Akerman,"Belgium,",tt0071690,"I, You, He, She",1974.0,106.0,auto
1534,,Les rendez-vous d’Anna,1978.0,Chantal Akerman,"Belgium,",tt0078152,Meetings with Anna,1978.0,112.0,auto
1536,,Major Barbara,1941.0,Gabriel Pascal,"United Kingdom,",tt0033868,Major Barbara,1941.0,112.0,auto
1537,,Caesar and Cleopatra,1945.0,Gabriel Pascal,"United Kingdom,",tt0038390,Caesar and Cleopatra,1945.0,112.0,auto
1538,,Androcles and the Lion,1952.0,Chester Erskine,"United Kingdom,",tt0044355,Androcles and the Lion,1952.0,112.0,auto
1540,,Pleasures of the Flesh,1965.0,Nagisa Oshima,"Japan,",tt0059159,The Pleasures of the Flesh,1965.0,103.66666666666666,auto
1541,,Violence at Noon,1966.0,Nagisa Oshima,"Japan,",tt0060486,Violence at Noon,1966.0,112.0,auto
1542,,Sing a Song of Sex,1967.0,Nagisa Oshima,"Japan,",tt0062042,Sing a Song of Sex,1967.0,112.0,auto
1543,,Japanese Summer: Double Suicide,1967.0,Nagisa Oshima,"Japan,",tt0062009,Double Suicide: Japanese Summer,1967.0,112.0,auto
1544,,Three Resurrected Drunkards,1968.0,Nagisa Oshima,"Japan,",tt0063169,Three Resurrected Drunkards,1968.0,112.0,auto
1546,,The Story of a Cheat,1936.0,Sacha Guitry,"France,",tt0028201,The Story of a Cheat,1936.0,112.0,auto
1547,,The Pearls of the Crown,1937.0,Sacha Guitry,"France,",tt0029394,The Pearls of the Crown,1937.0,112.0,auto
1548,,Désiré,1937.0,Sacha Guitry,"France,",tt0150430,Désiré,1937.0,112.0,auto
1549,,Quadrille,1938.0,Sacha Guitry,"France,",tt0030642,Quadrille,1938.0,112.0,auto
1551,,Sanshiro Sugata,1943.0,Akira Kurosawa,"Japan,",tt0036400,Sanshiro Sugata,1943.0,112.0,auto
1552,,The Most Beautiful,1944.0,Akira Kurosawa,"Japan,",tt0036947,The Most Beautiful,1944.0,112.0,auto
1553,,"Sanshiro Sugata, Part Two",1945.0,Akira Kurosawa,"Japan,",tt0038268,"Sanshiro Sugata, Part Two",1945.0,112.0,auto
1554,,The Men Who Tread on the Tiger’s Tail,1945.0,Akira Kurosawa,"Japan,",tt0038182,The Men Who Tread on the Tiger's Tail,1945.0,112.0,auto
1556,,Warrendale,1967.0,Allan King,"Canada,",tt0062474,Warrendale,1967.0,112.0,auto
1557,,A Married Couple,1969.0,Allan King,"Canada,",tt0064640,A Married Couple,1969.0,112.0,auto
1558,,Come On Children,1972.0,Allan King,"Canada,",tt0269104,Come on Children,1973.0,106.0,auto
1559,,Dying at Grace,2003.0,Allan King,"Canada,",tt0379269,Dying at Grace,2003.0,112.0,auto
1560,,"Memory for Max, Claire, Ida and Company",2005.0,Allan King,"Canada,",tt0478000,"Memory for Max, Claire, Ida and Company",2005.0,112.0,auto
1562,,Sapphire,1959.0,Basil Dearden,"United Kingdom,",tt0053242,Sapphire,1959.0,112.0,auto
1563,,The League of Gentlemen,1960.0,Basil Dearden,"United Kingdom,",tt0052997,The League of Gentlemen,1960.0,112.0,auto
1564,,Victim,1961.0,Basil Dearden,"United Kingdom,",tt0055597,Victim,1961.0,112.0,auto
1565,,All Night Long,1962.0,Basil Dearden,"United Kingdom,",tt0054614,All Night Long,1962.0,112.0,auto
1568,,No Blood Relation,1932.0,Mikio Naruse,"Japan,",tt0023261,No Blood Relation,1932.0,112.0,auto
1569,,Apart from You,1933.0,Mikio Naruse,"Japan,",tt0024214,Apart from You,1933.0,112.0,auto
1570,,Every-Night Dreams,1933.0,Mikio Naruse,"Japan,",tt0024793,Every-Night Dreams,1933.0,112.0,auto
1571,,Street Without End,1934.0,Mikio Naruse,"Japan,",tt0025338,Street Without End,1934.0,112.0,auto
1573,,Chains,1949.0,Raffaello Matarazzo,"Italy,",tt0041232,Chains,1949.0,112.0,auto
1574,,Tormento,1950.0,Raffaello Matarazzo,"Italy,",tt0046447,Tormento,1950.0,112.0,auto
1575,,Nobody’s Children,1952.0,Raffaello Matarazzo,"Italy,",tt0043532,Nobody's Children,1951.0,106.0,auto
1576,,The White Angel,1955.0,Raffaello Matarazzo,"Italy,",tt0047832,The White Angel,1955.0,112.0,auto
1578,,Intimidation,1960.0,Koreyoshi Kurahara,"Japan,",tt2017464,Intimidation,1960.0,112.0,auto
1579,,The Warped Ones,1960.0,Koreyoshi Kurahara,"Japan,",tt0057238,The Warped Ones,1960.0,112.0,auto
1580,,I Hate But Love,1962.0,Koreyoshi Kurahara,"Japan,",tt0360839,I Hate But Love,1962.0,112.0,auto
1581,,Black Sun,1964.0,Koreyoshi Kurahara,"Japan,",tt0781599,Black Sun,1964.0,112.0,auto
1582,,Thirst for Love,1967.0,Koreyoshi Kurahara,"Japan,",tt0060082,Thirst for Love,1966.0,106.0,auto
1584,,Leningrad Cowboys Go America,1989.0,Aki Kaurismäki,"Finland,",tt0097728,Leningrad Cowboys Go America,1989.0,112.0,auto
1585,,Leningrad Cowboys Meet Moses,1994.0,Aki Kaurismäki,"Finland,",tt0107384,Leningrad Cowboys Meet Moses,1994.0,112.0,auto
1586,,Total Balalaika Show,1994.0,Aki Kaurismäki,"Finland,",tt0111460,Total Balalaika Show,1994.0,112.0,auto
1588,,Elephant Boy,1937.0,Robert Flaherty and Zoltán Korda,"United Kingdom,",tt0028827,Elephant Boy,1937.0,112.0,auto
1589,,The Drum,1938.0,Zoltán Korda,"United Kingdom,",tt0030082,The Drum,1938.0,107.0,auto
1590,,Jungle Book,1942.0,Zoltán Korda,"United Kingdom,",tt0034928,The Jungle Book,1942.0,107.0,auto
1592,,Poto and Cabengo,1980.0,Jean-Pierre Gorin,"United States,",tt0196866,Poto and Cabengo,1979.0,106.0,auto
1593,,Routine Pleasures,1986.0,Jean-Pierre Gorin,"United States,",tt0274069,Routine Pleasures,1986.0,112.0,auto
1594,,My Crasy Life,1992.0,Jean-Pierre Gorin,"United States,",tt0104953,My Crasy Life,1992.0,112.0,auto
1596,,Pearls of the Deep,1966.0,"Jiří Menzel, Věra Chytilová, Jaromil Jireš, Jan Němec, and Evald Schorm","Czechoslovakia,",tt0059581,Pearls of the Deep,1965.0,106.0,auto
1597,,A Report on the Party and Guests,1966.0,Jan Němec,"Czechoslovakia,",tt0063371,A Report on the Party and Guests,1966.0,100.0,auto
1598,,Return of the Prodigal Son,1967.0,Evald Schorm,"Czechoslovakia,",tt0060770,Return of the Prodigal Son,1967.0,112.0,auto
1599,,Capricious Summer,1968.0,Jiří Menzel,"Czechoslovakia,",tt0063527,Capricious Summer,1968.0,112.0,auto
1600,,The Joke,1969.0,Jaromil Jireš,"Czechoslovakia,",tt0065241,The Joke,1969.0,112.0,auto
1602,,Babo 73,1964.0,Robert Downey Sr.,"United States,",tt0138311,Babo 73,1964.0,112.0,auto
1603,,Chafed Elbows,1966.0,Robert Downey Sr.,"United States,",tt0138355,Chafed Elbows,1966.0,112.0,auto
1604,,No More Excuses,1968.0,Robert Downey Sr.,"United States,",tt0251300,No More Excuses,1968.0,112.0,auto
1605,,Putney Swope,1969.0,Robert Downey Sr.,"United States,",tt0064855,Putney Swope,1969.0,112.0,auto
1606,,Two Tons of Turquoise to Taos Tonight,1975.0,Robert Downey Sr.,"United States,",tt0427550,Two Tons of Turquoise to Taos Tonight,1975.0,112.0,auto
1608,,Remorques,1941.0,Jean Grémillon,"France,",tt0034093,Stormy Waters,1941.0,112.0,auto
1609,,Lumière d’été,1943.0,Jean Grémillon,"France,",tt0035001,Summer Light,1943.0,112.0,auto
1610,,Le ciel est à vous,1944.0,Jean Grémillon,"France,",tt0035737,The Woman Who Dared,1944.0,112.0,auto
1612,,Maidstone,1970.0,Norman Mailer,"United States,",tt0064625,Maidstone,1970.0,112.0,auto
1613,,Wild 90,1968.0,Norman Mailer,"United States,",tt0062492,Wild 90,1968.0,112.0,auto
1614,,Beyond the Law,1968.0,Norman Mailer,"United States,",tt0169606,Beyond the Law,1968.0,112.0,auto
1616,,The Man in Grey,1943.0,Leslie Arliss,"United Kingdom,",tt0036135,The Man in Grey,1943.0,112.0,auto
1617,,Madonna of the Seven Moons,1945.0,Arthur Crabtree,"United Kingdom,",tt0037035,Madonna of the Seven Moons,1945.0,112.0,auto
1618,,The Wicked Lady,1945.0,Leslie Arliss,"United Kingdom,",tt0038250,The Wicked Lady,1945.0,112.0,auto
1620,,The X from Outer Space,1967.0,Kazui Nihonmatsu,"Japan,",tt0062411,The X from Outer Space,1967.0,112.0,auto
1621,,"Goke, Body Snatcher from Hell",1968.0,Hajime Sato,"Japan,",tt0063206,"Goke, Body Snatcher from Hell",1968.0,112.0,auto
1622,,The Living Skeleton,1968.0,Hiroshi Matsuno,"Japan,",tt0203635,The Living Skeleton,1968.0,107.0,auto
1623,,Genocide,1968.0,Kazui Nihonmatsu,"Japan,",tt0063195,Genocide,1968.0,112.0,auto
1625,,The Thick-Walled Room,1956.0,Masaki Kobayashi,"Japan,",tt0134756,The Thick-Walled Room,1956.0,112.0,auto
1626,,I Will Buy You,1956.0,Masaki Kobayashi,"Japan,",tt0134286,I Will Buy You,1956.0,112.0,auto
1627,,Black River,1956.0,Masaki Kobayashi,"Japan,",tt0134771,Black River,1957.0,106.0,auto
1628,,The Inheritance,1962.0,Masaki Kobayashi,"Japan,",tt0056135,The Inheritance,1962.0,112.0,auto
1630,,Love Is Colder Than Death,1969.0,Rainer Werner Fassbinder,"Germany,",tt0064588,Love Is Colder Than Death,1969.0,112.0,auto
1631,,Katzelmacher,1969.0,Rainer Werner Fassbinder,"Germany,",tt0064536,Katzelmacher,1969.0,112.0,auto
1632,,Gods of the Plague,1969.0,Rainer Werner Fassbinder,"Germany,",tt0065808,Gods of the Plague,1970.0,106.0,auto
1633,,The American Soldier,1970.0,Rainer Werner Fassbinder,"Germany,",tt0065391,The American Soldier,1970.0,112.0,auto
1634,,Beware of a Holy Whore,1970.0,Rainer Werner Fassbinder,"Germany,",tt0067962,Beware of a Holy Whore,1971.0,106.0,auto
1636,,The Home and the World,1984.0,Satyajit Ray,"India,",tt0087328,The Home and the World,1984.0,112.0,auto
1637,,An Enemy of the People,1989.0,Satyajit Ray,"India,",tt0097409,An Enemy of the People,1989.0,112.0,auto
1638,,The Stranger,1991.0,Satyajit Ray,"India,",tt0101279,The Stranger,1991.0,112.0,auto
1640,,Port of Flowers,1943.0,Keisuke Kinoshita,"Japan,",tt0035964,Port of Flowers,1943.0,112.0,auto
1641,,The Living Magoroku,1943.0,Keisuke Kinoshita,"Japan,",tt0036034,The Living Magoroku,1943.0,112.0,auto
1642,,Jubilation Street,1944.0,Keisuke Kinoshita,"Japan,",tt0036977,Jubilation Street,1944.0,112.0,auto
1643,,Army,1944.0,Keisuke Kinoshita,"Japan,",tt0037227,Army,1944.0,112.0,auto
1644,,Morning for the Osone Family,1946.0,Keisuke Kinoshita,"Japan,",tt0038810,Morning for the Osone Family,1946.0,112.0,auto
1646,,Walk Cheerfully,1930.0,Yasujiro Ozu,"Japan,",tt0020980,Walk Cheerfully,1930.0,112.0,auto
1647,,That Night’s Wife,1930.0,Yasujiro Ozu,"Japan,",tt0021406,That Night's Wife,1930.0,112.0,auto
1648,,Dragnet Girl,1933.0,Yasujiro Ozu,"Japan,",tt0024120,Dragnet Girl,1933.0,112.0,auto
1652,,Lions Love (. . . and Lies),1969.0,Agnès Varda,"France,",tt0064591,Lions Love (... and Lies),1969.0,112.0,auto
1653,,Mur Murs,1981.0,Agnès Varda,"France,",tt0081204,Mur murs,1981.0,112.0,auto
1654,,Documenteur,1981.0,Agnès Varda,"France,",tt0082275,Documenteur,1981.0,112.0,auto
1656,,David Golder,1930.0,Julien Duvivier,"France,",tt0020814,David Golder,1931.0,106.0,auto
1657,,Poil de carotte,1932.0,Julien Duvivier,"France,",tt0023345,Poil de carotte,1932.0,112.0,auto
1658,,La tête d’un homme,1933.0,Julien Duvivier,"France,",tt0024710,A Man's Head,1933.0,112.0,auto
